,Age,Fare,Parch,Pclass,Sex,SibSp,Survived,Title,FamilySize,FamilyD,Deck,Child,Mother,age_times_class,Embarked_C,Embarked_Q,Embarked_S
620,27.0,14.4542,0,3,0,1,0.0,5,2,small,,0,0,81.0,1,0,0
621,42.0,52.5542,0,1,0,1,1.0,5,2,small,D,0,0,42.0,0,0,1
622,20.0,15.7417,1,3,0,1,1.0,5,3,small,,0,0,60.0,1,0,0
623,21.0,7.8542,0,3,0,0,0.0,5,1,singleton,,0,0,63.0,0,0,1
624,21.0,16.1,0,3,0,0,0.0,5,1,singleton,,0,0,63.0,0,0,1
625,61.0,32.3208,0,1,0,0,0.0,5,1,singleton,D,0,0,61.0,0,0,1
626,57.0,12.35,0,2,0,0,0.0,5,1,singleton,,0,0,114.0,0,1,0
627,21.0,77.9583,0,1,1,0,1.0,1,1,singleton,D,0,0,21.0,0,0,1
628,26.0,7.8958,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,0,1
629,26.0,7.7333,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,1,0
630,80.0,30.0,0,1,0,0,1.0,5,1,singleton,A,0,0,80.0,0,0,1
631,51.0,7.0542,0,3,0,0,0.0,5,1,singleton,,0,0,153.0,0,0,1
632,32.0,30.5,0,1,0,0,1.0,5,1,singleton,B,0,0,32.0,1,0,0
633,42.0,0.0,0,1,0,0,0.0,5,1,singleton,,0,0,42.0,0,0,1
634,9.0,27.9,2,3,1,3,0.0,1,6,large,,1,0,27.0,0,0,1
635,28.0,13.0,0,2,1,0,1.0,1,1,singleton,,0,0,56.0,0,0,1
636,32.0,7.925,0,3,0,0,0.0,5,1,singleton,,0,0,96.0,0,0,1
637,31.0,26.25,1,2,0,1,0.0,5,3,small,,0,0,62.0,0,0,1
638,41.0,39.6875,5,3,1,0,0.0,2,6,large,,0,1,123.0,0,0,1
639,26.0,16.1,0,3,0,1,0.0,5,2,small,,0,0,78.0,0,0,1
640,20.0,7.8542,0,3,0,0,0.0,5,1,singleton,,0,0,60.0,0,0,1
641,24.0,69.3,0,1,1,0,1.0,5,1,singleton,B,0,0,24.0,1,0,0
642,2.0,27.9,2,3,1,3,0.0,1,6,large,,1,0,6.0,0,0,1
643,26.0,56.4958,0,3,0,0,1.0,5,1,singleton,,0,0,78.0,0,0,1
644,0.75,19.2583,1,3,1,2,1.0,1,4,small,,1,0,2.25,1,0,0
645,48.0,76.7292,0,1,0,1,1.0,5,2,small,D,0,0,48.0,1,0,0
646,19.0,7.8958,0,3,0,0,0.0,5,1,singleton,,0,0,57.0,0,0,1
647,56.0,35.5,0,1,0,0,1.0,5,1,singleton,A,0,0,56.0,1,0,0
648,26.0,7.55,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,0,1
649,23.0,7.55,0,3,1,0,1.0,1,1,singleton,,0,0,69.0,0,0,1
650,26.0,7.8958,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,0,1
651,18.0,23.0,1,2,1,0,1.0,1,2,small,,0,0,36.0,0,0,1
652,21.0,8.4333,0,3,0,0,0.0,5,1,singleton,,0,0,63.0,0,0,1
653,18.0,7.8292,0,3,1,0,1.0,1,1,singleton,,0,0,54.0,0,1,0
654,18.0,6.75,0,3,1,0,0.0,1,1,singleton,,0,0,54.0,0,1,0
655,24.0,73.5,0,2,0,2,0.0,5,3,small,,0,0,48.0,0,0,1
656,26.0,7.8958,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,0,1
657,32.0,15.5,1,3,1,1,0.0,2,3,small,,0,1,96.0,0,1,0
658,23.0,13.0,0,2,0,0,0.0,5,1,singleton,,0,0,46.0,0,0,1
659,58.0,113.275,2,1,0,0,0.0,5,3,small,D,0,0,58.0,1,0,0
660,50.0,133.65,0,1,0,2,1.0,5,3,small,,0,0,50.0,0,0,1
661,40.0,7.225,0,3,0,0,0.0,5,1,singleton,,0,0,120.0,1,0,0
662,47.0,25.5875,0,1,0,0,0.0,5,1,singleton,E,0,0,47.0,0,0,1
663,36.0,7.4958,0,3,0,0,0.0,5,1,singleton,,0,0,108.0,0,0,1
664,20.0,7.925,0,3,0,1,1.0,5,2,small,,0,0,60.0,0,0,1
665,32.0,73.5,0,2,0,2,0.0,5,3,small,,0,0,64.0,0,0,1
666,25.0,13.0,0,2,0,0,0.0,5,1,singleton,,0,0,50.0,0,0,1
667,26.0,7.775,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,0,1
668,43.0,8.05,0,3,0,0,0.0,5,1,singleton,,0,0,129.0,0,0,1
669,45.0,52.0,0,1,1,1,1.0,2,2,small,C,0,0,45.0,0,0,1
670,40.0,39.0,1,2,1,1,1.0,2,3,small,,0,1,80.0,0,0,1
671,31.0,52.0,0,1,0,1,0.0,5,2,small,B,0,0,31.0,0,0,1
672,70.0,10.5,0,2,0,0,0.0,5,1,singleton,,0,0,140.0,0,0,1
673,31.0,13.0,0,2,0,0,1.0,5,1,singleton,,0,0,62.0,0,0,1
674,30.0,0.0,0,2,0,0,0.0,5,1,singleton,,0,0,60.0,0,0,1
675,18.0,7.775,0,3,0,0,0.0,5,1,singleton,,0,0,54.0,0,0,1
676,24.5,8.05,0,3,0,0,0.0,5,1,singleton,,0,0,73.5,0,0,1
677,18.0,9.8417,0,3,1,0,1.0,1,1,singleton,,0,0,54.0,0,0,1
678,43.0,46.9,6,3,1,1,0.0,2,8,large,,0,1,129.0,0,0,1
679,36.0,512.3292,1,1,0,0,1.0,5,2,small,B,0,0,36.0,1,0,0
680,18.0,8.1375,0,3,1,0,0.0,1,1,singleton,,0,0,54.0,0,1,0
681,27.0,76.7292,0,1,0,0,1.0,5,1,singleton,D,0,0,27.0,1,0,0
682,20.0,9.225,0,3,0,0,0.0,5,1,singleton,,0,0,60.0,0,0,1
683,14.0,46.9,2,3,0,5,0.0,5,8,large,,1,0,42.0,0,0,1
684,60.0,39.0,1,2,0,1,0.0,5,3,small,,0,0,120.0,0,0,1
685,25.0,41.5792,2,2,0,1,0.0,5,4,small,,0,0,50.0,1,0,0
686,14.0,39.6875,1,3,0,4,0.0,5,6,large,,1,0,42.0,0,0,1
687,19.0,10.1708,0,3,0,0,0.0,5,1,singleton,,0,0,57.0,0,0,1
688,18.0,7.7958,0,3,0,0,0.0,5,1,singleton,,0,0,54.0,0,0,1
689,15.0,211.3375,1,1,1,0,1.0,1,2,small,B,1,0,15.0,0,0,1
690,31.0,57.0,0,1,0,1,1.0,5,2,small,B,0,0,31.0,0,0,1
691,4.0,13.4167,1,3,1,0,1.0,1,2,small,,1,0,12.0,1,0,0
692,26.0,56.4958,0,3,0,0,1.0,5,1,singleton,,0,0,78.0,0,0,1
693,25.0,7.225,0,3,0,0,0.0,5,1,singleton,,0,0,75.0,1,0,0
694,60.0,26.55,0,1,0,0,0.0,5,1,singleton,,0,0,60.0,0,0,1
695,52.0,13.5,0,2,0,0,0.0,5,1,singleton,,0,0,104.0,0,0,1
696,44.0,8.05,0,3,0,0,0.0,5,1,singleton,,0,0,132.0,0,0,1
697,18.0,7.7333,0,3,1,0,1.0,1,1,singleton,,0,0,54.0,0,1,0
698,49.0,110.8833,1,1,0,1,0.0,5,3,small,C,0,0,49.0,1,0,0
699,42.0,7.65,0,3,0,0,0.0,5,1,singleton,F,0,0,126.0,0,0,1
700,18.0,227.525,0,1,1,1,1.0,2,2,small,C,0,0,18.0,1,0,0
701,35.0,26.2875,0,1,0,0,1.0,5,1,singleton,E,0,0,35.0,0,0,1
702,18.0,14.4542,1,3,1,0,0.0,1,2,small,,0,0,54.0,1,0,0
703,25.0,7.7417,0,3,0,0,0.0,5,1,singleton,,0,0,75.0,0,1,0
704,26.0,7.8542,0,3,0,1,0.0,5,2,small,,0,0,78.0,0,0,1
705,39.0,26.0,0,2,0,0,0.0,5,1,singleton,,0,0,78.0,0,0,1
706,45.0,13.5,0,2,1,0,1.0,2,1,singleton,,0,0,90.0,0,0,1
707,42.0,26.2875,0,1,0,0,1.0,5,1,singleton,E,0,0,42.0,0,0,1
708,22.0,151.55,0,1,1,0,1.0,1,1,singleton,,0,0,22.0,0,0,1
709,6.0,15.2458,1,3,0,1,1.0,4,3,small,,1,0,18.0,1,0,0
710,24.0,49.5042,0,1,1,0,1.0,5,1,singleton,C,0,0,24.0,1,0,0
711,42.0,26.55,0,1,0,0,0.0,5,1,singleton,C,0,0,42.0,0,0,1
712,48.0,52.0,0,1,0,1,1.0,5,2,small,C,0,0,48.0,0,0,1
713,29.0,9.4833,0,3,0,0,0.0,5,1,singleton,,0,0,87.0,0,0,1
714,52.0,13.0,0,2,0,0,0.0,5,1,singleton,,0,0,104.0,0,0,1
715,19.0,7.65,0,3,0,0,0.0,5,1,singleton,F,0,0,57.0,0,0,1
716,38.0,227.525,0,1,1,0,1.0,1,1,singleton,C,0,0,38.0,1,0,0
717,27.0,10.5,0,2,1,0,1.0,1,1,singleton,E,0,0,54.0,0,0,1
718,26.0,15.5,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,1,0
719,33.0,7.775,0,3,0,0,0.0,5,1,singleton,,0,0,99.0,0,0,1
720,6.0,33.0,1,2,1,0,1.0,1,2,small,,1,0,12.0,0,0,1
721,17.0,7.0542,0,3,0,1,0.0,5,2,small,,1,0,51.0,0,0,1
722,34.0,13.0,0,2,0,0,0.0,5,1,singleton,,0,0,68.0,0,0,1
723,50.0,13.0,0,2,0,0,0.0,5,1,singleton,,0,0,100.0,0,0,1
724,27.0,53.1,0,1,0,1,1.0,5,2,small,E,0,0,27.0,0,0,1
725,20.0,8.6625,0,3,0,0,0.0,5,1,singleton,,0,0,60.0,0,0,1
726,30.0,21.0,0,2,1,3,1.0,2,4,small,,0,0,60.0,0,0,1
727,18.0,7.7375,0,3,1,0,1.0,1,1,singleton,,0,0,54.0,0,1,0
728,25.0,26.0,0,2,0,1,0.0,5,2,small,,0,0,50.0,0,0,1
729,25.0,7.925,0,3,1,1,0.0,1,2,small,,0,0,75.0,0,0,1
730,29.0,211.3375,0,1,1,0,1.0,1,1,singleton,B,0,0,29.0,0,0,1
731,11.0,18.7875,0,3,0,0,0.0,5,1,singleton,,1,0,33.0,1,0,0
732,30.0,0.0,0,2,0,0,0.0,5,1,singleton,,0,0,60.0,0,0,1
733,23.0,13.0,0,2,0,0,0.0,5,1,singleton,,0,0,46.0,0,0,1
734,23.0,13.0,0,2,0,0,0.0,5,1,singleton,,0,0,46.0,0,0,1
735,28.5,16.1,0,3,0,0,0.0,5,1,singleton,,0,0,85.5,0,0,1
736,48.0,34.375,3,3,1,1,0.0,2,5,large,,0,1,144.0,0,0,1
737,35.0,512.3292,0,1,0,0,1.0,5,1,singleton,B,0,0,35.0,1,0,0
738,26.0,7.8958,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,0,1
739,26.0,7.8958,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,0,1
740,42.0,30.0,0,1,0,0,1.0,5,1,singleton,D,0,0,42.0,0,0,1
741,36.0,78.85,0,1,0,1,0.0,5,2,small,C,0,0,36.0,0,0,1
742,21.0,262.375,2,1,1,2,1.0,1,5,large,B,0,1,21.0,1,0,0
743,24.0,16.1,0,3,0,1,0.0,5,2,small,,0,0,72.0,0,0,1
744,31.0,7.925,0,3,0,0,1.0,5,1,singleton,,0,0,93.0,0,0,1
745,70.0,71.0,1,1,0,1,0.0,5,3,small,B,0,0,70.0,0,0,1
746,16.0,20.25,1,3,0,1,0.0,5,3,small,,1,0,48.0,0,0,1
747,30.0,13.0,0,2,1,0,1.0,1,1,singleton,,0,0,60.0,0,0,1
748,19.0,53.1,0,1,0,1,0.0,5,2,small,D,0,0,19.0,0,0,1
749,31.0,7.75,0,3,0,0,0.0,5,1,singleton,,0,0,93.0,0,1,0
750,4.0,23.0,1,2,1,1,1.0,1,3,small,,1,0,8.0,0,0,1
751,6.0,12.475,1,3,0,0,1.0,4,2,small,E,1,0,18.0,0,0,1
752,33.0,9.5,0,3,0,0,0.0,5,1,singleton,,0,0,99.0,0,0,1
753,23.0,7.8958,0,3,0,0,0.0,5,1,singleton,,0,0,69.0,0,0,1
754,48.0,65.0,2,2,1,1,1.0,2,4,small,,0,1,96.0,0,0,1
755,0.67,14.5,1,2,0,1,1.0,4,3,small,,1,0,1.34,0,0,1
756,28.0,7.7958,0,3,0,0,0.0,5,1,singleton,,0,0,84.0,0,0,1
757,18.0,11.5,0,2,0,0,0.0,5,1,singleton,,0,0,36.0,0,0,1
758,34.0,8.05,0,3,0,0,0.0,5,1,singleton,,0,0,102.0,0,0,1
759,33.0,86.5,0,1,1,0,1.0,5,1,singleton,B,0,0,33.0,0,0,1
760,26.0,14.5,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,0,1
761,41.0,7.125,0,3,0,0,0.0,5,1,singleton,,0,0,123.0,0,0,1
762,20.0,7.2292,0,3,0,0,1.0,5,1,singleton,,0,0,60.0,1,0,0
763,36.0,120.0,2,1,1,1,1.0,2,4,small,B,0,1,36.0,0,0,1
764,16.0,7.775,0,3,0,0,0.0,5,1,singleton,,1,0,48.0,0,0,1
765,51.0,77.9583,0,1,1,1,1.0,2,2,small,D,0,0,51.0,0,0,1
766,42.0,39.6,0,1,0,0,0.0,5,1,singleton,,0,0,42.0,1,0,0
767,30.5,7.75,0,3,1,0,0.0,1,1,singleton,,0,0,91.5,0,1,0
768,26.0,24.15,0,3,0,1,0.0,5,2,small,,0,0,78.0,0,1,0
769,32.0,8.3625,0,3,0,0,0.0,5,1,singleton,,0,0,96.0,0,0,1
770,24.0,9.5,0,3,0,0,0.0,5,1,singleton,,0,0,72.0,0,0,1
771,48.0,7.8542,0,3,0,0,0.0,5,1,singleton,,0,0,144.0,0,0,1
772,57.0,10.5,0,2,1,0,0.0,2,1,singleton,E,0,0,114.0,0,0,1
773,26.0,7.225,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,1,0,0
774,54.0,23.0,3,2,1,1,1.0,2,5,large,,0,1,108.0,0,0,1
775,18.0,7.75,0,3,0,0,0.0,5,1,singleton,,0,0,54.0,0,0,1
776,26.0,7.75,0,3,0,0,0.0,5,1,singleton,F,0,0,78.0,0,1,0
777,5.0,12.475,0,3,1,0,1.0,1,1,singleton,,1,0,15.0,0,0,1
778,26.0,7.7375,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,1,0
779,43.0,211.3375,1,1,1,0,1.0,2,2,small,B,0,1,43.0,0,0,1
780,13.0,7.2292,0,3,1,0,1.0,1,1,singleton,,1,0,39.0,1,0,0
781,17.0,57.0,0,1,1,1,1.0,2,2,small,B,1,0,17.0,0,0,1
782,29.0,30.0,0,1,0,0,0.0,5,1,singleton,D,0,0,29.0,0,0,1
783,26.0,23.45,2,3,0,1,0.0,5,4,small,,0,0,78.0,0,0,1
784,25.0,7.05,0,3,0,0,0.0,5,1,singleton,,0,0,75.0,0,0,1
785,25.0,7.25,0,3,0,0,0.0,5,1,singleton,,0,0,75.0,0,0,1
786,18.0,7.4958,0,3,1,0,1.0,1,1,singleton,,0,0,54.0,0,0,1
787,8.0,29.125,1,3,0,4,0.0,4,6,large,,1,0,24.0,0,1,0
788,1.0,20.575,2,3,0,1,1.0,4,4,small,,1,0,3.0,0,0,1
789,46.0,79.2,0,1,0,0,0.0,5,1,singleton,B,0,0,46.0,1,0,0
790,26.0,7.75,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,1,0
791,16.0,26.0,0,2,0,0,0.0,5,1,singleton,,1,0,32.0,0,0,1
792,18.0,69.55,2,3,1,8,0.0,1,11,large,,0,0,54.0,0,0,1
793,42.0,30.6958,0,1,0,0,0.0,5,1,singleton,,0,0,42.0,1,0,0
794,25.0,7.8958,0,3,0,0,0.0,5,1,singleton,,0,0,75.0,0,0,1
795,39.0,13.0,0,2,0,0,0.0,5,1,singleton,,0,0,78.0,0,0,1
796,49.0,25.9292,0,1,1,0,1.0,5,1,singleton,D,0,0,49.0,0,0,1
797,31.0,8.6833,0,3,1,0,1.0,2,1,singleton,,0,0,93.0,0,0,1
798,30.0,7.2292,0,3,0,0,0.0,5,1,singleton,,0,0,90.0,1,0,0
799,30.0,24.15,1,3,1,1,0.0,2,3,small,,0,1,90.0,0,0,1
800,34.0,13.0,0,2,0,0,0.0,5,1,singleton,,0,0,68.0,0,0,1
801,31.0,26.25,1,2,1,1,1.0,2,3,small,,0,1,62.0,0,0,1
802,11.0,120.0,2,1,0,1,1.0,4,4,small,B,1,0,11.0,0,0,1
803,0.42,8.5167,1,3,0,0,1.0,4,2,small,,1,0,1.26,1,0,0
804,27.0,6.975,0,3,0,0,1.0,5,1,singleton,,0,0,81.0,0,0,1
805,31.0,7.775,0,3,0,0,0.0,5,1,singleton,,0,0,93.0,0,0,1
806,39.0,0.0,0,1,0,0,0.0,5,1,singleton,A,0,0,39.0,0,0,1
807,18.0,7.775,0,3,1,0,0.0,1,1,singleton,,0,0,54.0,0,0,1
808,39.0,13.0,0,2,0,0,0.0,5,1,singleton,,0,0,78.0,0,0,1
809,33.0,53.1,0,1,1,1,1.0,2,2,small,E,0,0,33.0,0,0,1
810,26.0,7.8875,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,0,1
811,39.0,24.15,0,3,0,0,0.0,5,1,singleton,,0,0,117.0,0,0,1
812,35.0,10.5,0,2,0,0,0.0,5,1,singleton,,0,0,70.0,0,0,1
813,6.0,31.275,2,3,1,4,0.0,1,7,large,,1,0,18.0,0,0,1
814,30.5,8.05,0,3,0,0,0.0,5,1,singleton,,0,0,91.5,0,0,1
815,42.0,0.0,0,1,0,0,0.0,5,1,singleton,B,0,0,42.0,0,0,1
816,23.0,7.925,0,3,1,0,0.0,1,1,singleton,,0,0,69.0,0,0,1
817,31.0,37.0042,1,2,0,1,0.0,5,3,small,,0,0,62.0,1,0,0
818,43.0,6.45,0,3,0,0,0.0,5,1,singleton,,0,0,129.0,0,0,1
819,10.0,27.9,2,3,0,3,0.0,4,6,large,,1,0,30.0,0,0,1
820,52.0,93.5,1,1,1,1,1.0,2,3,small,B,0,1,52.0,0,0,1
821,27.0,8.6625,0,3,0,0,1.0,5,1,singleton,,0,0,81.0,0,0,1
822,38.0,0.0,0,1,0,0,0.0,5,1,singleton,,0,0,38.0,0,0,1
823,27.0,12.475,1,3,1,0,1.0,2,2,small,E,0,1,81.0,0,0,1
824,2.0,39.6875,1,3,0,4,0.0,4,6,large,,1,0,6.0,0,0,1
825,26.0,6.95,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,1,0
826,26.0,56.4958,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,0,1
827,1.0,37.0042,2,2,0,0,1.0,4,3,small,,1,0,2.0,1,0,0
828,26.0,7.75,0,3,0,0,1.0,5,1,singleton,,0,0,78.0,0,1,0
829,62.0,80.0,0,1,1,0,1.0,2,1,singleton,B,0,0,62.0,1,0,0
830,15.0,14.4542,0,3,1,1,1.0,2,2,small,,1,0,45.0,1,0,0
831,0.83,18.75,1,2,0,1,1.0,4,3,small,,1,0,1.66,0,0,1
832,26.0,7.2292,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,1,0,0
833,23.0,7.8542,0,3,0,0,0.0,5,1,singleton,,0,0,69.0,0,0,1
834,18.0,8.3,0,3,0,0,0.0,5,1,singleton,,0,0,54.0,0,0,1
835,39.0,83.1583,1,1,1,1,1.0,1,3,small,E,0,1,39.0,1,0,0
836,21.0,8.6625,0,3,0,0,0.0,5,1,singleton,,0,0,63.0,0,0,1
837,26.0,8.05,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,0,1
838,32.0,56.4958,0,3,0,0,1.0,5,1,singleton,,0,0,96.0,0,0,1
839,42.0,29.7,0,1,0,0,1.0,5,1,singleton,C,0,0,42.0,1,0,0
840,20.0,7.925,0,3,0,0,0.0,5,1,singleton,,0,0,60.0,0,0,1
841,16.0,10.5,0,2,0,0,0.0,5,1,singleton,,1,0,32.0,0,0,1
842,30.0,31.0,0,1,1,0,1.0,1,1,singleton,,0,0,30.0,1,0,0
843,34.5,6.4375,0,3,0,0,0.0,5,1,singleton,,0,0,103.5,1,0,0
844,17.0,8.6625,0,3,0,0,0.0,5,1,singleton,,1,0,51.0,0,0,1
845,42.0,7.55,0,3,0,0,0.0,5,1,singleton,,0,0,126.0,0,0,1
846,26.0,69.55,2,3,0,8,0.0,5,11,large,,0,0,78.0,0,0,1
847,35.0,7.8958,0,3,0,0,0.0,5,1,singleton,,0,0,105.0,1,0,0
848,28.0,33.0,1,2,0,0,0.0,5,2,small,,0,0,56.0,0,0,1
849,45.0,89.1042,0,1,1,1,1.0,2,2,small,C,0,0,45.0,1,0,0
850,4.0,31.275,2,3,0,4,0.0,4,7,large,,1,0,12.0,0,0,1
851,74.0,7.775,0,3,0,0,0.0,5,1,singleton,,0,0,222.0,0,0,1
852,9.0,15.2458,1,3,1,1,0.0,1,3,small,,1,0,27.0,1,0,0
853,16.0,39.4,1,1,1,0,1.0,1,2,small,D,1,0,16.0,0,0,1
854,44.0,26.0,0,2,1,1,0.0,2,2,small,,0,0,88.0,0,0,1
855,18.0,9.35,1,3,1,0,1.0,2,2,small,,0,0,54.0,0,0,1
856,45.0,164.8667,1,1,1,1,1.0,2,3,small,,0,1,45.0,0,0,1
857,51.0,26.55,0,1,0,0,1.0,5,1,singleton,E,0,0,51.0,0,0,1
858,24.0,19.2583,3,3,1,0,1.0,2,4,small,,0,1,72.0,1,0,0
859,26.0,7.2292,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,1,0,0
860,41.0,14.1083,0,3,0,2,0.0,5,3,small,,0,0,123.0,0,0,1
861,21.0,11.5,0,2,0,1,0.0,5,2,small,,0,0,42.0,0,0,1
862,48.0,25.9292,0,1,1,0,1.0,2,1,singleton,D,0,0,48.0,0,0,1
863,18.0,69.55,2,3,1,8,0.0,1,11,large,,0,0,54.0,0,0,1
864,24.0,13.0,0,2,0,0,0.0,5,1,singleton,,0,0,48.0,0,0,1
865,42.0,13.0,0,2,1,0,1.0,2,1,singleton,,0,0,84.0,0,0,1
866,27.0,13.8583,0,2,1,1,1.0,1,2,small,,0,0,54.0,1,0,0
867,31.0,50.4958,0,1,0,0,0.0,5,1,singleton,A,0,0,31.0,0,0,1
868,26.0,9.5,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,0,1
869,4.0,11.1333,1,3,0,1,1.0,4,3,small,,1,0,12.0,0,0,1
870,26.0,7.8958,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,0,1
871,47.0,52.5542,1,1,1,1,1.0,2,3,small,D,0,1,47.0,0,0,1
872,33.0,5.0,0,1,0,0,0.0,5,1,singleton,B,0,0,33.0,0,0,1
873,47.0,9.0,0,3,0,0,0.0,5,1,singleton,,0,0,141.0,0,0,1
874,28.0,24.0,0,2,1,1,1.0,2,2,small,,0,0,56.0,1,0,0
875,15.0,7.225,0,3,1,0,1.0,1,1,singleton,,1,0,45.0,1,0,0
876,20.0,9.8458,0,3,0,0,0.0,5,1,singleton,,0,0,60.0,0,0,1
877,19.0,7.8958,0,3,0,0,0.0,5,1,singleton,,0,0,57.0,0,0,1
878,26.0,7.8958,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,0,1
879,56.0,83.1583,1,1,1,0,1.0,2,2,small,C,0,1,56.0,1,0,0
880,25.0,26.0,1,2,1,0,1.0,2,2,small,,0,1,50.0,0,0,1
881,33.0,7.8958,0,3,0,0,0.0,5,1,singleton,,0,0,99.0,0,0,1
882,22.0,10.5167,0,3,1,0,0.0,1,1,singleton,,0,0,66.0,0,0,1
883,28.0,10.5,0,2,0,0,0.0,5,1,singleton,,0,0,56.0,0,0,1
884,25.0,7.05,0,3,0,0,0.0,5,1,singleton,,0,0,75.0,0,0,1
885,39.0,29.125,5,3,1,0,0.0,2,6,large,,0,1,117.0,0,1,0
886,27.0,13.0,0,2,0,0,0.0,5,1,singleton,,0,0,54.0,0,0,1
887,19.0,30.0,0,1,1,0,1.0,1,1,singleton,B,0,0,19.0,0,0,1
888,18.0,23.45,2,3,1,1,0.0,1,4,small,,0,0,54.0,0,0,1
889,26.0,30.0,0,1,0,0,1.0,5,1,singleton,C,0,0,26.0,1,0,0
890,32.0,7.75,0,3,0,0,0.0,5,1,singleton,,0,0,96.0,0,1,0
891,34.5,7.8292,0,3,0,0,,5,1,singleton,,0,0,103.5,0,1,0
892,47.0,7.0,0,3,1,1,,2,2,small,,0,0,141.0,0,0,1
893,62.0,9.6875,0,2,0,0,,5,1,singleton,,0,0,124.0,0,1,0
894,27.0,8.6625,0,3,0,0,,5,1,singleton,,0,0,81.0,0,0,1
895,22.0,12.2875,1,3,1,1,,2,3,small,,0,1,66.0,0,0,1
896,14.0,9.225,0,3,0,0,,5,1,singleton,,1,0,42.0,0,0,1
897,30.0,7.6292,0,3,1,0,,1,1,singleton,,0,0,90.0,0,1,0
898,26.0,29.0,1,2,0,1,,5,3,small,,0,0,52.0,0,0,1
899,18.0,7.2292,0,3,1,0,,2,1,singleton,,0,0,54.0,1,0,0
900,21.0,24.15,0,3,0,2,,5,3,small,,0,0,63.0,0,0,1
901,26.0,7.8958,0,3,0,0,,5,1,singleton,,0,0,78.0,0,0,1
902,46.0,26.0,0,1,0,0,,5,1,singleton,,0,0,46.0,0,0,1
903,23.0,82.2667,0,1,1,1,,2,2,small,B,0,0,23.0,0,0,1
904,63.0,26.0,0,2,0,1,,5,2,small,,0,0,126.0,0,0,1
905,47.0,61.175,0,1,1,1,,2,2,small,E,0,0,47.0,0,0,1
906,24.0,27.7208,0,2,1,1,,2,2,small,,0,0,48.0,1,0,0
907,35.0,12.35,0,2,0,0,,5,1,singleton,,0,0,70.0,0,1,0
908,21.0,7.225,0,3,0,0,,5,1,singleton,,0,0,63.0,1,0,0
909,27.0,7.925,0,3,1,1,,1,2,small,,0,0,81.0,0,0,1
910,45.0,7.225,0,3,1,0,,2,1,singleton,,0,0,135.0,1,0,0
911,55.0,59.4,0,1,0,1,,5,2,small,,0,0,55.0,1,0,0
912,9.0,3.1708,1,3,0,0,,4,2,small,,1,0,27.0,0,0,1
913,45.0,31.6833,0,1,1,0,,2,1,singleton,,0,0,45.0,0,0,1
914,21.0,61.3792,1,1,0,0,,5,2,small,,0,0,21.0,1,0,0
915,48.0,262.375,3,1,1,1,,2,5,large,B,0,1,48.0,1,0,0
916,50.0,14.5,0,3,0,1,,5,2,small,,0,0,150.0,0,0,1
917,22.0,61.9792,1,1,1,0,,1,2,small,B,0,1,22.0,1,0,0
918,22.5,7.225,0,3,0,0,,5,1,singleton,,0,0,67.5,1,0,0
919,41.0,30.5,0,1,0,0,,5,1,singleton,A,0,0,41.0,0,0,1
920,26.0,21.6792,0,3,0,2,,5,3,small,,0,0,78.0,1,0,0
921,50.0,26.0,0,2,0,1,,5,2,small,,0,0,100.0,0,0,1
922,24.0,31.5,0,2,0,2,,5,3,small,,0,0,48.0,0,0,1
923,33.0,20.575,2,3,1,1,,2,4,small,,0,1,99.0,0,0,1
924,31.0,23.45,2,3,1,1,,2,4,small,,0,1,93.0,0,0,1
925,30.0,57.75,0,1,0,1,,5,2,small,C,0,0,30.0,1,0,0
926,18.5,7.2292,0,3,0,0,,5,1,singleton,,0,0,55.5,1,0,0
927,18.0,8.05,0,3,1,0,,1,1,singleton,,0,0,54.0,0,0,1
928,21.0,8.6625,0,3,1,0,,1,1,singleton,,0,0,63.0,0,0,1
929,25.0,9.5,0,3,0,0,,5,1,singleton,,0,0,75.0,0,0,1
930,26.0,56.4958,0,3,0,0,,5,1,singleton,,0,0,78.0,0,0,1
931,39.0,13.4167,1,3,0,0,,5,2,small,,0,0,117.0,1,0,0
932,42.0,26.55,0,1,0,0,,5,1,singleton,D,0,0,42.0,0,0,1
